1,-41,2,4
2,-40.75,2,5
3,-40.5,2,5
4,-40.25,2,5
5,-40,2,5
6,-41,2.25,0
7,-40.75,2.25,4
8,-40.5,2.25,5
9,-40.25,2.25,5
10,-40,2.25,5
11,-41,2.5,0
12,-40.75,2.5,3
13,-40.5,2.5,5
14,-40.25,2.5,5
15,-40,2.5,5
16,-41,2.75,0
17,-40.75,2.75,4
18,-40.5,2.75,5
19,-40.25,2.75,13
20,-40,2.75,5
21,-41,3,5
22,-40.75,3,5
23,-40.5,3,5
24,-40.25,3,13
25,-40,3,5
