1,-41,2,0
2,-40.75,2,0
3,-40.5,2,0
4,-40.25,2,0
5,-40,2,0
6,-41,2.25,0
7,-40.75,2.25,0
8,-40.5,2.25,0
9,-40.25,2.25,0
10,-40,2.25,0
11,-41,2.5,0
12,-40.75,2.5,0
13,-40.5,2.5,0
14,-40.25,2.5,0
15,-40,2.5,0
16,-41,2.75,0
17,-40.75,2.75,0
18,-40.5,2.75,0
19,-40.25,2.75,0
20,-40,2.75,0
21,-41,3,0
22,-40.75,3,0
23,-40.5,3,0
24,-40.25,3,0
25,-40,3,0
