1,-41,2,12
2,-40.75,2,12
3,-40.5,2,12
4,-40.25,2,13
5,-40,2,8
6,-41,2.25,8
7,-40.75,2.25,9
8,-40.5,2.25,13
9,-40.25,2.25,8
10,-40,2.25,8
11,-41,2.5,8
12,-40.75,2.5,8
13,-40.5,2.5,8
14,-40.25,2.5,9
15,-40,2.5,9
16,-41,2.75,8
17,-40.75,2.75,13
18,-40.5,2.75,9
19,-40.25,2.75,9
20,-40,2.75,11
21,-41,3,3
22,-40.75,3,9
23,-40.5,3,13
24,-40.25,3,10
25,-40,3,16
