1,-41,2,6
2,-40.75,2,6
3,-40.5,2,6
4,-40.25,2,6
5,-40,2,6
6,-41,2.25,6
7,-40.75,2.25,6
8,-40.5,2.25,6
9,-40.25,2.25,6
10,-40,2.25,6
11,-41,2.5,6
12,-40.75,2.5,6
13,-40.5,2.5,6
14,-40.25,2.5,6
15,-40,2.5,7
16,-41,2.75,5
17,-40.75,2.75,6
18,-40.5,2.75,6
19,-40.25,2.75,6
20,-40,2.75,6
21,-41,3,6
22,-40.75,3,6
23,-40.5,3,6
24,-40.25,3,6
25,-40,3,6
